Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,W.Southern-Africa,WSAF,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,AFRICA,E.Southern-Africa,ESAF,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
