,Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
1421,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1422,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
1423,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
1424,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
1425,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
1426,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
1427,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
1428,High potential,AFRICA,Central-Africa,CAF,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1429,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1430,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1431,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1432,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1433,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),21,18,15,
1434,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),21,18,15,
1435,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),7,7,5,
1436,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1437,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1438,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1439,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1440,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1441,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),21,18,15,
1442,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),21,18,15,
1443,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),7,7,5,
1444,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1445,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1446,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1447,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1448,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1449,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),21,18,15,
1450,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),21,18,15,
1451,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),7,7,5,
1452,High potential,AFRICA,N.Eastern-Africa,NEAF,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1453,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1454,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1455,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1456,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1457,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1458,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1459,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1460,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1461,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1462,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1463,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1464,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1465,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1466,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1467,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1468,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1469,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1470,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1471,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1472,High potential,AFRICA,N.Eastern-Africa,NEAF,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1473,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1474,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1475,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1476,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1477,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1478,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1479,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1480,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1481,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1482,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1483,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1484,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1485,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1486,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
1487,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1488,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1489,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1490,High potential,AFRICA,N.Eastern-Africa,NEAF,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1491,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1492,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1493,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1494,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1495,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1496,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1497,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1498,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1499,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1500,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1501,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1502,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1503,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1504,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
1505,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
1506,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
1507,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
1508,High potential,AFRICA,N.Eastern-Africa,NEAF,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
1509,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1510,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1511,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1512,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1513,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1514,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1515,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
1516,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
1517,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
1518,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
1519,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
1520,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
1521,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1522,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1523,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1524,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1525,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1526,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1527,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1528,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
1529,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
1530,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
1531,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
1532,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
1533,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
1534,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1535,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
1536,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1537,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1538,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1539,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1540,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
1541,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
1542,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
1543,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
1544,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
1545,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
1546,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
1547,High potential,AFRICA,N.Eastern-Africa,NEAF,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1548,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1549,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1550,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1551,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1552,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),21,18,15,
1553,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),21,18,15,
1554,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),7,7,5,
1555,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1556,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1557,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1558,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1559,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1560,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),21,18,15,
1561,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),21,18,15,
1562,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),7,7,5,
1563,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1564,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),58.6,59.6,61.6,DE scenario is 1-3% improvement per pixel
1565,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,4,3.5,3.8,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1566,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
1567,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
1568,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),21,18,15,
1569,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),21,18,15,
1570,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),7,7,5,
1571,High potential,AFRICA,S.Eastern-Africa,SEAF,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1572,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1573,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1574,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1575,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1576,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1577,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1578,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1579,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1580,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1581,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1582,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1583,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1584,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1585,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1586,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1587,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),NA,NA,NA,
1588,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
1589,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
1590,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
1591,High potential,AFRICA,S.Eastern-Africa,SEAF,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
1592,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1593,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1594,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1595,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1596,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1597,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
1598,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
1599,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
1600,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
1601,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
1602,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
1603,High potential,AFRICA,S.Eastern-Africa,SEAF,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
